"wave","RI_leafmaterial","spA_Cab","spA_Car","spA_Atn","spA_Br","spA_Cw","spA_Cm","spA_Protein","spA_nonPro"
1554,1.3638,0,0,0,0,10.22,5.724,4.70386,5.85177
1555,1.3636,0,0,0,0,10.11,5.715,4.67778,5.85453
1556,1.3634,0,0,0,0,10.01,5.697,4.65164,5.85739
1557,1.3633,0,0,0,0,9.912,5.693,4.62465,5.86118
1558,1.3631,0,0,0,0,9.839,5.703,4.60214,5.86511
1559,1.363,0,0,0,0,9.754,5.7,4.58417,5.86899
1560,1.3628,0,0,0,0,9.66,5.713,4.57703,5.87118
1561,1.3626,0,0,0,0,9.563,5.728,4.5697,5.8742
1562,1.3625,0,0,0,0,9.477,5.731,4.56605,5.87694
1563,1.3623,0,0,0,0,9.383,5.735,4.56965,5.87912
1564,1.3622,0,0,0,0,9.305,5.743,4.57553,5.88072
1565,1.362,0,0,0,0,9.202,5.754,4.58774,5.88254
1566,1.3618,0,0,0,0,9.133,5.753,4.60141,5.88456
1567,1.3617,0,0,0,0,9.047,5.744,4.61451,5.88619
1568,1.3615,0,0,0,0,8.977,5.746,4.62627,5.88859
1569,1.3614,0,0,0,0,8.898,5.746,4.6445,5.88943
1570,1.3612,0,0,0,0,8.82,5.746,4.66377,5.89039
1571,1.361,0,0,0,0,8.742,5.75,4.68606,5.89029
1572,1.3608,0,0,0,0,8.665,5.749,4.71228,5.88774
1573,1.3607,0,0,0,0,8.588,5.743,4.74348,5.8831
1574,1.3605,0,0,0,0,8.509,5.74,4.77023,5.87895
1575,1.3603,0,0,0,0,8.448,5.747,4.7964,5.87337
1576,1.3601,0,0,0,0,8.364,5.739,4.81872,5.8683
1577,1.36,0,0,0,0,8.295,5.755,4.83941,5.86364
1578,1.3598,0,0,0,0,8.234,5.749,4.85811,5.85965
1579,1.3597,0,0,0,0,8.157,5.753,4.87486,5.85517
1580,1.3595,0,0,0,0,8.104,5.745,4.8901,5.85078
1581,1.3593,0,0,0,0,8.036,5.732,4.91018,5.84464
1582,1.3592,0,0,0,0,7.959,5.735,4.92917,5.83849
1583,1.359,0,0,0,0,7.89,5.724,4.95056,5.83029
1584,1.3589,0,0,0,0,7.834,5.725,4.96936,5.82198
1585,1.3587,0,0,0,0,7.773,5.712,4.98626,5.8123
1586,1.3585,0,0,0,0,7.712,5.702,5.00394,5.80114
1587,1.3584,0,0,0,0,7.654,5.7,5.02456,5.7886
1588,1.3582,0,0,0,0,7.609,5.699,5.04339,5.77621
1589,1.3581,0,0,0,0,7.548,5.686,5.06276,5.76181
1590,1.3579,0,0,0,0,7.495,5.685,5.08016,5.74615
1591,1.3577,0,0,0,0,7.432,5.672,5.09487,5.72994
1592,1.3576,0,0,0,0,7.374,5.659,5.11099,5.71251
1593,1.3574,0,0,0,0,7.315,5.627,5.1267,5.69526
1594,1.3573,0,0,0,0,7.252,5.613,5.1374,5.67748
1595,1.3571,0,0,0,0,7.203,5.59,5.14904,5.65905
1596,1.3569,0,0,0,0,7.164,5.591,5.15656,5.64081
1597,1.3568,0,0,0,0,7.124,5.563,5.1626,5.62174
1598,1.3566,0,0,0,0,7.084,5.552,5.16698,5.60307
1599,1.3565,0,0,0,0,7.041,5.525,5.17319,5.58369
1600,1.3563,0,0,0,0,6.987,5.517,5.17748,5.56507
1601,1.3561,0,0,0,0,6.943,5.506,5.18206,5.5458
1602,1.356,0,0,0,0,6.91,5.494,5.1857,5.52626
1603,1.3558,0,0,0,0,6.865,5.459,5.18905,5.50714
1604,1.3557,0,0,0,0,6.828,5.45,5.18587,5.48987
1605,1.3555,0,0,0,0,6.776,5.438,5.18401,5.47234
1606,1.3553,0,0,0,0,6.742,5.428,5.17754,5.45624
1607,1.3552,0,0,0,0,6.714,5.407,5.17248,5.44096
1608,1.355,0,0,0,0,6.695,5.391,5.16748,5.42645
1609,1.3549,0,0,0,0,6.654,5.382,5.16283,5.41153
1610,1.3547,0,0,0,0,6.63,5.376,5.16309,5.39627
1611,1.3545,0,0,0,0,6.599,5.358,5.16804,5.37964
1612,1.3544,0,0,0,0,6.567,5.347,5.17233,5.36472
1613,1.3542,0,0,0,0,6.526,5.333,5.18137,5.34913
1614,1.3541,0,0,0,0,6.501,5.319,5.18936,5.33448
1615,1.3539,0,0,0,0,6.474,5.301,5.20045,5.31943
1616,1.3537,0,0,0,0,6.449,5.292,5.2145,5.30463
1617,1.3536,0,0,0,0,6.42,5.284,5.23194,5.28982
1618,1.3534,0,0,0,0,6.401,5.274,5.24379,5.27671
1619,1.3533,0,0,0,0,6.363,5.258,5.25812,5.26358
1620,1.3531,0,0,0,0,6.345,5.253,5.27044,5.25185
1621,1.3529,0,0,0,0,6.309,5.249,5.28716,5.23944
1622,1.3528,0,0,0,0,6.282,5.233,5.30121,5.22827
1623,1.3526,0,0,0,0,6.25,5.222,5.31585,5.217
1624,1.3525,0,0,0,0,6.214,5.211,5.32587,5.20647
1625,1.3523,0,0,0,0,6.186,5.204,5.33685,5.19543
1626,1.3521,0,0,0,0,6.163,5.21,5.34165,5.18677
1627,1.352,0,0,0,0,6.13,5.2,5.34325,5.17847
1628,1.3518,0,0,0,0,6.121,5.193,5.3383,5.17137
1629,1.3517,0,0,0,0,6.091,5.186,5.33278,5.16392
1630,1.3515,0,0,0,0,6.076,5.177,5.32137,5.15716
1631,1.3513,0,0,0,0,6.053,5.175,5.30822,5.1507
1632,1.3512,0,0,0,0,6.048,5.178,5.28725,5.14492
1633,1.351,0,0,0,0,6.016,5.173,5.26705,5.13947
1634,1.3509,0,0,0,0,6.005,5.152,5.24048,5.13591
1635,1.3507,0,0,0,0,5.982,5.135,5.21578,5.13147
1636,1.3505,0,0,0,0,5.973,5.139,5.18667,5.1278
1637,1.3504,0,0,0,0,5.947,5.128,5.16106,5.12457
1638,1.3502,0,0,0,0,5.94,5.121,5.13172,5.12278
1639,1.3501,0,0,0,0,5.919,5.114,5.10597,5.11996
1640,1.3499,0,0,0,0,5.911,5.126,5.08317,5.11817
1641,1.3498,0,0,0,0,5.887,5.107,5.06373,5.11749
1642,1.3496,0,0,0,0,5.875,5.104,5.04192,5.11955
1643,1.3495,0,0,0,0,5.846,5.1,5.02629,5.12114
1644,1.3493,0,0,0,0,5.826,5.109,5.01117,5.12435
1645,1.3492,0,0,0,0,5.798,5.114,5.00179,5.12912
1646,1.349,0,0,0,0,5.787,5.112,4.99256,5.13539
1647,1.3489,0,0,0,0,5.751,5.128,4.99092,5.14343
1648,1.3487,0,0,0,0,5.746,5.136,4.98861,5.15423
1649,1.3486,0,0,0,0,5.718,5.131,4.99561,5.16657
1650,1.3484,0,0,0,0,5.705,5.152,5.00247,5.18035
1651,1.3482,0,0,0,0,5.685,5.175,5.01635,5.19463
1652,1.3481,0,0,0,0,5.684,5.193,5.02974,5.21147
1653,1.3479,0,0,0,0,5.657,5.2,5.04984,5.22934
1654,1.3478,0,0,0,0,5.658,5.244,5.07092,5.24921
1655,1.3476,0,0,0,0,5.644,5.257,5.09736,5.27266
1656,1.3475,0,0,0,0,5.648,5.273,5.12553,5.30517
1657,1.3473,0,0,0,0,5.626,5.289,5.16129,5.33495
1658,1.3472,0,0,0,0,5.626,5.335,5.19822,5.36435
1659,1.347,0,0,0,0,5.619,5.366,5.24421,5.39209
1660,1.3469,0,0,0,0,5.618,5.389,5.2927,5.41918
1661,1.3467,0,0,0,0,5.603,5.427,5.35049,5.44432
1662,1.3466,0,0,0,0,5.614,5.453,5.41149,5.46894
1663,1.3464,0,0,0,0,5.597,5.49,5.48278,5.49219
1664,1.3463,0,0,0,0,5.603,5.522,5.55441,5.5145
1665,1.3461,0,0,0,0,5.582,5.562,5.63672,5.53393
1666,1.3459,0,0,0,0,5.584,5.605,5.72237,5.55345
1667,1.3458,0,0,0,0,5.564,5.652,5.81707,5.57173
1668,1.3456,0,0,0,0,5.563,5.698,5.91285,5.58969
1669,1.3455,0,0,0,0,5.547,5.744,6.01705,5.60664
1670,1.3453,0,0,0,0,5.545,5.743,6.12245,5.62505
1671,1.3452,0,0,0,0,5.536,5.642,6.23437,5.64273
1672,1.345,0,0,0,0,5.542,5.689,6.34928,5.65989
1673,1.3449,0,0,0,0,5.529,5.722,6.47782,5.67603
1674,1.3447,0,0,0,0,5.532,5.755,6.60903,5.69359
1675,1.3446,0,0,0,0,5.525,5.798,6.74773,5.71177
1676,1.3445,0,0,0,0,5.533,5.847,6.88965,5.7316
1677,1.3443,0,0,0,0,5.528,5.875,7.04143,5.75292
1678,1.3442,0,0,0,0,5.529,5.918,7.19307,5.77565
1679,1.344,0,0,0,0,5.516,5.971,7.3522,5.79889
1680,1.3439,0,0,0,0,5.524,6.022,7.50855,5.82489
1681,1.3438,0,0,0,0,5.516,6.061,7.67646,5.85251
1682,1.3436,0,0,0,0,5.526,6.116,7.84879,5.8821
1683,1.3435,0,0,0,0,5.52,6.173,8.0274,5.91401
1684,1.3433,0,0,0,0,5.52,6.214,8.19976,5.94992
1685,1.3432,0,0,0,0,5.516,6.266,8.37439,5.98926
1686,1.3431,0,0,0,0,5.522,6.319,8.54756,6.02975
1687,1.3429,0,0,0,0,5.511,6.381,8.7206,6.06434
1688,1.3428,0,0,0,0,5.527,6.426,8.8847,6.10084
1689,1.3426,0,0,0,0,5.511,6.486,9.04696,6.13808
1690,1.3425,0,0,0,0,5.519,6.541,9.19838,6.17633
1691,1.3424,0,0,0,0,5.515,6.579,9.34787,6.21472
1692,1.3422,0,0,0,0,5.52,6.616,9.48441,6.25473
1693,1.3421,0,0,0,0,5.51,6.666,9.61357,6.29344
1694,1.3419,0,0,0,0,5.518,6.728,9.72953,6.33341
1695,1.3418,0,0,0,0,5.523,6.771,9.83995,6.37403
1696,1.3417,0,0,0,0,5.538,6.807,9.94224,6.41447
1697,1.3415,0,0,0,0,5.535,6.858,10.0301,6.45462
1698,1.3414,0,0,0,0,5.544,6.907,10.093,6.49709
1699,1.3412,0,0,0,0,5.557,6.959,10.1518,6.53936
1700,1.3411,0,0,0,0,5.571,7.006,10.1962,6.58234
1701,1.341,0,0,0,0,5.583,7.052,10.2299,6.6253
1702,1.3409,0,0,0,0,5.606,7.093,10.2453,6.66977
1703,1.3407,0,0,0,0,5.607,7.136,10.2615,6.71356
1704,1.3406,0,0,0,0,5.629,7.164,10.2646,6.75737
1705,1.3405,0,0,0,0,5.636,7.199,10.2625,6.80149
1706,1.3404,0,0,0,0,5.664,7.232,10.2522,6.84601
1707,1.3402,0,0,0,0,5.67,7.266,10.2384,6.88947
1708,1.3401,0,0,0,0,5.693,7.315,10.2194,6.93215
1709,1.3399,0,0,0,0,5.702,7.34,10.2003,6.97375
1710,1.3398,0,0,0,0,5.733,7.361,10.1788,7.01498
1711,1.3397,0,0,0,0,5.752,7.399,10.1625,7.05403
1712,1.3396,0,0,0,0,5.766,7.44,10.1317,7.09329
1713,1.3394,0,0,0,0,5.776,7.473,10.1023,7.13198
1714,1.3393,0,0,0,0,5.797,7.505,10.0714,7.16963
1715,1.3392,0,0,0,0,5.811,7.525,10.0499,7.20467
1716,1.3391,0,0,0,0,5.829,7.557,10.0314,7.2384
1717,1.339,0,0,0,0,5.842,7.579,10.0192,7.27001
1718,1.3388,0,0,0,0,5.877,7.604,10.0094,7.29936
1719,1.3387,0,0,0,0,5.891,7.633,10.0107,7.32544
1720,1.3386,0,0,0,0,5.93,7.653,10.0151,7.34785
1721,1.3385,0,0,0,0,5.945,7.674,10.0255,7.36653
1722,1.3383,0,0,0,0,5.972,7.691,10.0411,7.38109
1723,1.3382,0,0,0,0,5.999,7.699,10.0648,7.39034
1724,1.338,0,0,0,0,6.025,7.708,10.0883,7.39568
1725,1.3379,0,0,0,0,6.051,7.721,10.1202,7.39539
1726,1.3378,0,0,0,0,6.087,7.73,10.1529,7.3902
1727,1.3377,0,0,0,0,6.096,7.729,10.1778,7.38155
1728,1.3376,0,0,0,0,6.136,7.712,10.201,7.36927
1729,1.3375,0,0,0,0,6.166,7.702,10.2365,7.35151
1730,1.3374,0,0,0,0,6.198,7.695,10.2702,7.32986
1731,1.3373,0,0,0,0,6.219,7.67,10.2977,7.30485
1732,1.3372,0,0,0,0,6.256,7.644,10.319,7.27914
1733,1.337,0,0,0,0,6.284,7.618,10.3435,7.25036
1734,1.3369,0,0,0,0,6.335,7.585,10.3552,7.22084
1735,1.3368,0,0,0,0,6.369,7.555,10.361,7.19106
1736,1.3367,0,0,0,0,6.392,7.517,10.3703,7.15974
1737,1.3366,0,0,0,0,6.445,7.479,10.3757,7.12875
1738,1.3365,0,0,0,0,6.493,7.451,10.3727,7.09972
1739,1.3364,0,0,0,0,6.517,7.435,10.3585,7.07243
1740,1.3363,0,0,0,0,6.571,7.408,10.3368,7.04808
1741,1.3362,0,0,0,0,6.617,7.379,10.3091,7.02682
1742,1.3361,0,0,0,0,6.658,7.363,10.2725,7.00912
1743,1.3359,0,0,0,0,6.689,7.347,10.2392,6.99337
1744,1.3358,0,0,0,0,6.748,7.332,10.1975,6.98072
1745,1.3357,0,0,0,0,6.796,7.332,10.1536,6.97101
1746,1.3356,0,0,0,0,6.842,7.332,10.1034,6.96487
1747,1.3355,0,0,0,0,6.897,7.304,10.0448,6.96148
1748,1.3354,0,0,0,0,6.955,7.295,9.97989,6.96065
1749,1.3353,0,0,0,0,7.003,7.296,9.91222,6.9608
1750,1.3352,0,0,0,0,7.054,7.291,9.83738,6.96285
1751,1.3351,0,0,0,0,7.111,7.292,9.75685,6.96619
1752,1.335,0,0,0,0,7.179,7.292,9.67453,6.96949
1753,1.3349,0,0,0,0,7.235,7.281,9.588,6.97209
1754,1.3348,0,0,0,0,7.274,7.283,9.49724,6.9748
1755,1.3347,0,0,0,0,7.339,7.264,9.40625,6.97685
1756,1.3346,0,0,0,0,7.414,7.25,9.30805,6.97858
1757,1.3345,0,0,0,0,7.481,7.24,9.20219,6.97903
1758,1.3344,0,0,0,0,7.536,7.228,9.09706,6.97651
1759,1.3343,0,0,0,0,7.594,7.21,8.98901,6.97163
1760,1.3342,0,0,0,0,7.669,7.186,8.87575,6.96459
1761,1.3341,0,0,0,0,7.734,7.164,8.75053,6.95695
1762,1.334,0,0,0,0,7.776,7.143,8.61995,6.94874
1763,1.3339,0,0,0,0,7.833,7.114,8.48847,6.93724
1764,1.3338,0,0,0,0,7.893,7.101,8.35928,6.92217
1765,1.3337,0,0,0,0,7.952,7.069,8.23251,6.90429
1766,1.3336,0,0,0,0,8,7.038,8.11146,6.88285
1767,1.3335,0,0,0,0,8.045,7.003,7.98581,6.86058
1768,1.3334,0,0,0,0,8.103,6.974,7.85869,6.83625
1769,1.3333,0,0,0,0,8.155,6.928,7.73413,6.80993
1770,1.3332,0,0,0,0,8.205,6.889,7.61866,6.78131
1771,1.3331,0,0,0,0,8.241,6.839,7.50737,6.75147
1772,1.333,0,0,0,0,8.264,6.793,7.39968,6.72172
1773,1.3329,0,0,0,0,8.321,6.764,7.29464,6.69412
1774,1.3328,0,0,0,0,8.352,6.729,7.19602,6.66783
1775,1.3327,0,0,0,0,8.394,6.694,7.10554,6.64204
1776,1.3326,0,0,0,0,8.43,6.661,7.01519,6.61813
1777,1.3325,0,0,0,0,8.448,6.613,6.92797,6.59483
1778,1.3324,0,0,0,0,8.477,6.572,6.85392,6.5729
1779,1.3323,0,0,0,0,8.512,6.546,6.78969,6.55225
1780,1.3322,0,0,0,0,8.535,6.522,6.7313,6.53412
1781,1.3321,0,0,0,0,8.562,6.507,6.67943,6.51659
1782,1.332,0,0,0,0,8.593,6.482,6.63596,6.50137
1783,1.332,0,0,0,0,8.618,6.484,6.59826,6.48828
1784,1.3319,0,0,0,0,8.64,6.479,6.56448,6.477
1785,1.3318,0,0,0,0,8.67,6.494,6.53392,6.4659
1786,1.3317,0,0,0,0,8.689,6.496,6.50483,6.45728
1787,1.3316,0,0,0,0,8.72,6.491,6.47772,6.44855
1788,1.3316,0,0,0,0,8.738,6.461,6.45491,6.43942
1789,1.3315,0,0,0,0,8.755,6.44,6.43133,6.43154
1790,1.3314,0,0,0,0,8.777,6.43,6.40973,6.4242
1791,1.3313,0,0,0,0,8.778,6.413,6.38984,6.41673
1792,1.3312,0,0,0,0,8.778,6.421,6.37005,6.40944
1793,1.3311,0,0,0,0,8.794,6.399,6.35673,6.39918
1794,1.331,0,0,0,0,8.805,6.379,6.34612,6.38756
1795,1.3309,0,0,0,0,8.807,6.365,6.33488,6.37578
1796,1.3308,0,0,0,0,8.809,6.372,6.32761,6.36285
1797,1.3307,0,0,0,0,8.811,6.346,6.31956,6.3491
1798,1.3307,0,0,0,0,8.799,6.321,6.30921,6.33478
1799,1.3306,0,0,0,0,8.795,6.31,6.29864,6.32134
1800,1.3305,0,0,0,0,8.789,6.314,6.28582,6.30847
1801,1.3304,0,0,0,0,8.779,6.282,6.27121,6.29667
1802,1.3303,0,0,0,0,8.767,6.277,6.25518,6.28677
1803,1.3303,0,0,0,0,8.754,6.27,6.23537,6.27866
1804,1.3302,0,0,0,0,8.75,6.258,6.21249,6.27009
1805,1.3301,0,0,0,0,8.738,6.242,6.1855,6.26209
1806,1.33,0,0,0,0,8.739,6.234,6.15192,6.25453
1807,1.3299,0,0,0,0,8.735,6.221,6.11706,6.2462
1808,1.3299,0,0,0,0,8.744,6.231,6.08077,6.23926
1809,1.3298,0,0,0,0,8.753,6.221,6.04083,6.23162
1810,1.3297,0,0,0,0,8.755,6.205,5.99432,6.22578
1811,1.3296,0,0,0,0,8.78,6.192,5.94619,6.2197
1812,1.3295,0,0,0,0,8.787,6.192,5.89709,6.21419
1813,1.3295,0,0,0,0,8.79,6.179,5.84778,6.20733
1814,1.3294,0,0,0,0,8.798,6.159,5.79875,6.20027
1815,1.3293,0,0,0,0,8.794,6.143,5.7505,6.19337
1816,1.3292,0,0,0,0,8.811,6.143,5.70093,6.18708
1817,1.3291,0,0,0,0,8.82,6.12,5.65808,6.17893
1818,1.3291,0,0,0,0,8.836,6.098,5.61616,6.17061
1819,1.329,0,0,0,0,8.845,6.087,5.57826,6.1622
1820,1.3289,0,0,0,0,8.854,6.063,5.5439,6.15301
1821,1.3288,0,0,0,0,8.858,6.056,5.5128,6.14386
1822,1.3287,0,0,0,0,8.868,6.053,5.48294,6.13483
1823,1.3287,0,0,0,0,8.869,6.04,5.45712,6.12439
1824,1.3286,0,0,0,0,8.884,6.044,5.43088,6.11505
1825,1.3285,0,0,0,0,8.888,6.007,5.4066,6.10559
1826,1.3284,0,0,0,0,8.9,5.996,5.38317,6.09325
1827,1.3283,0,0,0,0,8.922,5.994,5.35657,6.08016
1828,1.3283,0,0,0,0,8.951,5.997,5.32871,6.066
1829,1.3282,0,0,0,0,8.973,5.975,5.29873,6.05153
1830,1.3281,0,0,0,0,9.01,5.954,5.26508,6.03631
1831,1.328,0,0,0,0,9.034,5.946,5.2288,6.02035
1832,1.3279,0,0,0,0,9.11,5.927,5.18296,6.00468
1833,1.3279,0,0,0,0,9.146,5.914,5.13466,5.98717
1834,1.3278,0,0,0,0,9.195,5.89,5.08063,5.96817
1835,1.3277,0,0,0,0,9.259,5.873,5.02389,5.94895
1836,1.3276,0,0,0,0,9.315,5.832,4.95986,5.92955
1837,1.3275,0,0,0,0,9.38,5.794,4.90311,5.90907
1838,1.3275,0,0,0,0,9.457,5.768,4.84109,5.88896
1839,1.3274,0,0,0,0,9.535,5.728,4.77697,5.86946
1840,1.3273,0,0,0,0,9.633,5.681,4.70953,5.85166
1841,1.3272,0,0,0,0,9.723,5.68,4.64603,5.83244
1842,1.3271,0,0,0,0,9.824,5.655,4.58849,5.81296
1843,1.3271,0,0,0,0,9.935,5.648,4.53832,5.79336
1844,1.327,0,0,0,0,10.05,5.62,4.48957,5.77552
1845,1.3269,0,0,0,0,10.18,5.594,4.4504,5.75707
1846,1.3268,0,0,0,0,10.31,5.567,4.41276,5.73918
1847,1.3268,0,0,0,0,10.42,5.557,4.39968,5.7197
1848,1.3267,0,0,0,0,10.59,5.552,4.38469,5.70147
1849,1.3267,0,0,0,0,10.75,5.553,4.37336,5.68564
1850,1.3266,0,0,0,0,10.94,5.539,4.35812,5.67289
1851,1.3265,0,0,0,0,11.1,5.523,4.34298,5.66296
1852,1.3264,0,0,0,0,11.39,5.507,4.32434,5.65606
1853,1.3264,0,0,0,0,11.6,5.505,4.30717,5.6509
1854,1.3263,0,0,0,0,11.84,5.487,4.28102,5.65188
1855,1.3262,0,0,0,0,12.08,5.474,4.27333,5.65071
1856,1.3261,0,0,0,0,12.35,5.462,4.25741,5.64828
1857,1.3261,0,0,0,0,12.66,5.45,4.23466,5.64651
1858,1.326,0,0,0,0,13.01,5.448,4.20621,5.64398
1859,1.326,0,0,0,0,13.34,5.441,4.16857,5.64108
1860,1.3259,0,0,0,0,13.75,5.44,4.12865,5.63564
1861,1.3258,0,0,0,0,14.12,5.442,4.08073,5.62706
1862,1.3257,0,0,0,0,14.78,5.449,4.04705,5.61284
1863,1.3257,0,0,0,0,15.29,5.466,4.0103,5.59595
1864,1.3256,0,0,0,0,15.86,5.461,3.96042,5.58
1865,1.3255,0,0,0,0,16.41,5.452,3.90097,5.56503
1866,1.3254,0,0,0,0,17.09,5.445,3.83379,5.55093
1867,1.3254,0,0,0,0,17.74,5.412,3.76181,5.53645
1868,1.3253,0,0,0,0,18.53,5.379,3.69261,5.52168
1869,1.3253,0,0,0,0,19.25,5.28,3.61716,5.5088
1870,1.3252,0,0,0,0,20.51,5.228,3.53846,5.49589
1871,1.3251,0,0,0,0,21.48,5.199,3.46355,5.48271
1872,1.325,0,0,0,0,22.5,5.171,3.40057,5.4671
1873,1.325,0,0,0,0,23.67,5.139,3.35611,5.45062
1874,1.3249,0,0,0,0,24.83,5.124,3.32003,5.43386
1875,1.3248,0,0,0,0,26.22,5.112,3.29621,5.41664
1876,1.3247,0,0,0,0,27.51,5.129,3.27966,5.40178
1877,1.3247,0,0,0,0,29.72,5.144,3.28354,5.38764
1878,1.3246,0,0,0,0,31.44,5.173,3.29345,5.37765
1879,1.3246,0,0,0,0,33.17,5.176,3.30978,5.37398
1880,1.3245,0,0,0,0,35.04,5.185,3.32923,5.37617
1881,1.3244,0,0,0,0,37.25,5.183,3.36114,5.38342
1882,1.3243,0,0,0,0,39.27,5.2,3.4015,5.39672
1883,1.3243,0,0,0,0,42.69,5.202,3.46994,5.41235
1884,1.3242,0,0,0,0,45.3,5.204,3.55003,5.43249
1885,1.3241,0,0,0,0,47.89,5.224,3.65714,5.45064
1886,1.324,0,0,0,0,50.6,5.244,3.76691,5.47044
1887,1.324,0,0,0,0,53.6,5.297,3.90172,5.49151
1888,1.3239,0,0,0,0,57.61,5.318,4.05647,5.51417
1889,1.3239,0,0,0,0,60.88,5.375,4.22997,5.53867
1890,1.3238,0,0,0,0,64.01,5.441,4.42684,5.56547
1891,1.3237,0,0,0,0,67.2,5.491,4.6446,5.59495
1892,1.3236,0,0,0,0,70.59,5.561,4.88581,5.62839
1893,1.3236,0,0,0,0,74.97,5.629,5.12389,5.66988
1894,1.3235,0,0,0,0,78.41,5.687,5.37262,5.71784
1895,1.3234,0,0,0,0,81.57,5.757,5.63506,5.77231
1896,1.3233,0,0,0,0,84.69,5.83,5.91302,5.83242
1897,1.3233,0,0,0,0,87.52,5.911,6.2058,5.89707
1898,1.3232,0,0,0,0,91.89,5.998,6.51795,5.96738
1899,1.3232,0,0,0,0,94.56,6.09,6.82667,6.04469
1900,1.3231,0,0,0,0,97.22,6.193,7.14773,6.12605
1901,1.323,0,0,0,0,99.95,6.33,7.48407,6.21136
1902,1.323,0,0,0,0,103.3,6.449,7.83595,6.2994
1903,1.3229,0,0,0,0,105.7,6.581,8.19783,6.39112
1904,1.3229,0,0,0,0,107.8,6.71,8.55659,6.48561
1905,1.3228,0,0,0,0,109.7,6.838,8.91949,6.58026
1906,1.3227,0,0,0,0,112.3,6.97,9.28532,6.67632
1907,1.3227,0,0,0,0,114,7.107,9.6555,6.77196
1908,1.3226,0,0,0,0,115.7,7.238,10.0275,6.86627
1909,1.3226,0,0,0,0,117.1,7.388,10.3846,6.96167
1910,1.3225,0,0,0,0,119,7.506,10.7347,7.05612
1911,1.3224,0,0,0,0,120.3,7.635,11.0839,7.14657
1912,1.3224,0,0,0,0,121.5,7.767,11.4302,7.23318
1913,1.3223,0,0,0,0,122.6,7.874,11.7762,7.31462
1914,1.3223,0,0,0,0,124,7.977,12.1063,7.39273
1915,1.3222,0,0,0,0,124.8,8.071,12.4314,7.46624
1916,1.3221,0,0,0,0,125.7,8.15,12.7525,7.53433
1917,1.322,0,0,0,0,126.5,8.22,13.0672,7.59727
1918,1.322,0,0,0,0,127.5,8.292,13.3704,7.65392
1919,1.3219,0,0,0,0,128.1,8.35,13.6647,7.70549
1920,1.3218,0,0,0,0,128.6,8.449,13.9495,7.75268
1921,1.3217,0,0,0,0,129.2,8.521,14.2238,7.79597
1922,1.3217,0,0,0,0,129.6,8.583,14.4864,7.83425
1923,1.3216,0,0,0,0,129.9,8.666,14.7406,7.86694
1924,1.3216,0,0,0,0,130.3,8.723,14.9814,7.89583
1925,1.3215,0,0,0,0,130.4,8.759,15.2101,7.92232
1926,1.3214,0,0,0,0,130.6,8.821,15.4282,7.94465
1927,1.3213,0,0,0,0,130.6,8.864,15.6349,7.96375
1928,1.3213,0,0,0,0,130.6,8.909,15.8293,7.98061
1929,1.3212,0,0,0,0,130.5,8.941,16.0113,7.99511
1930,1.3211,0,0,0,0,130.4,8.949,16.1816,8.00683
1931,1.321,0,0,0,0,130.1,8.955,16.3428,8.01552
1932,1.321,0,0,0,0,129.9,8.983,16.4915,8.02254
1933,1.3209,0,0,0,0,129.6,9.022,16.6311,8.02467
1934,1.3209,0,0,0,0,129.1,9.043,16.7581,8.02414
1935,1.3208,0,0,0,0,128.7,9.044,16.8749,8.0187
1936,1.3207,0,0,0,0,128.2,9.028,16.9767,8.01314
1937,1.3206,0,0,0,0,127.5,9.034,17.0672,8.00581
1938,1.3206,0,0,0,0,127,9.052,17.1483,7.99623
1939,1.3205,0,0,0,0,126.4,9.048,17.2169,7.98699
1940,1.3204,0,0,0,0,125.6,9.041,17.2757,7.97633
1941,1.3203,0,0,0,0,124.9,9.037,17.3246,7.96404
1942,1.3203,0,0,0,0,124.2,9.036,17.3621,7.95233
1943,1.3202,0,0,0,0,123.2,9.035,17.3907,7.94046
1944,1.3202,0,0,0,0,122.4,9.021,17.4099,7.92876
1945,1.3201,0,0,0,0,121.6,9.016,17.4229,7.91622
1946,1.32,0,0,0,0,120.6,9.008,17.4312,7.90221
1947,1.32,0,0,0,0,119.7,8.97,17.4359,7.88634
1948,1.3199,0,0,0,0,119,8.974,17.4341,7.87168
1949,1.3199,0,0,0,0,117.8,8.953,17.426,7.85894
1950,1.3198,0,0,0,0,117,8.957,17.4134,7.84859
1951,1.3197,0,0,0,0,115.7,8.937,17.3979,7.83989
1952,1.3197,0,0,0,0,114.9,8.923,17.387,7.82878
1953,1.3196,0,0,0,0,114,8.912,17.3798,7.8167
1954,1.3196,0,0,0,0,112.8,8.895,17.3736,7.80604
1955,1.3195,0,0,0,0,111.8,8.891,17.3707,7.7968
1956,1.3194,0,0,0,0,111,8.88,17.3746,7.78659
1957,1.3193,0,0,0,0,109.7,8.867,17.3851,7.77627
1958,1.3193,0,0,0,0,108.8,8.855,17.402,7.76687
1959,1.3192,0,0,0,0,107.6,8.852,17.4237,7.75901
1960,1.3191,0,0,0,0,106.6,8.861,17.4547,7.74963
1961,1.319,0,0,0,0,105.8,8.864,17.4908,7.74101
1962,1.319,0,0,0,0,104.4,8.876,17.5305,7.73304
1963,1.3189,0,0,0,0,103.6,8.869,17.5763,7.72307
1964,1.3189,0,0,0,0,102.3,8.872,17.6236,7.71388
